0,67.4
1,121.5
2,85.4
4,104.0
5,87.9
6,161.3
7,75.1
9,137.1
10,90.5
11,97.7
12,98.2
15,87.9
17,75.1
19,116.5
20,106.7
21,140.6
24,138.6
25,90.5
26,163.1
27,103.3
31,116.7
32,139.4
34,90.5
36,145.0
37,141.5
40,90.7
41,126.4
42,114.4
44,95.6
46,101.2
48,160.7
50,91.8
53,93.1
54,112.0
56,129.0
58,152.7
59,123.8
61,138.4
63,98.2
68,171.8
69,95.2
72,100.8
76,125.9
78,140.7
79,129.7
81,136.1
82,100.8
84,135.4
86,138.8
90,115.2
93,103.4
94,145.7
95,110.9
97,118.9
99,140.7
103,103.4
106,136.8
108,123.3
111,96.2
112,131.7
114,93.1
120,155.8
121,155.8
122,159.5
125,93.1
129,99.2
130,127.9
132,113.7
136,82.8
137,127.6
146,85.4
147,167.4
148,118.2
149,122.7
155,137.7
156,82.8
158,156.3
160,98.8
162,121.2
163,153.7
164,133.8
165,111.7
166,85.4
169,115.9
170,155.0
177,82.8
184,103.7
186,142.5
187,93.1
193,156.1
198,75.1
201,161.8
202,116.8
205,104.0
208,95.6
209,158.5
210,170.9
211,103.5
212,101.4
213,127.6
214,122.5
216,113.8
219,75.1
224,139.4
225,95.0
226,158.9
228,104.7
229,105.9
230,133.8
231,110.7
232,132.6
234,153.2
235,90.0
236,161.9
238,137.0
240,93.1
241,105.6
242,144.6
244,93.4
246,129.6
248,144.7
250,108.5
251,134.4
255,109.4
256,138.8
258,128.8
260,158.3
262,151.0
263,98.2
264,98.7
267,118.5
271,170.7
272,109.4
273,95.6
275,102.2
276,168.7
283,105.9
284,154.6
285,165.0
293,93.9
294,90.5
295,107.5
296,145.7
297,149.1
299,152.3
304,123.1
305,93.1
306,138.6
308,161.3
309,138.9
312,142.9
313,91.4
315,93.1
316,169.4
317,119.3
318,114.0
320,135.8
321,152.9
326,90.5
329,105.7
336,87.9
338,125.9
340,134.4
343,159.3
344,171.2
347,93.1
348,125.4
350,136.7
356,131.2
357,77.6
362,129.3
364,149.1
365,91.6
366,99.7
367,98.2
368,128.7
370,124.0
371,142.7
373,92.9
374,99.3
375,151.5
376,125.1
377,77.6
380,162.9
381,100.1
382,108.9
383,165.4
384,114.8
386,169.5
387,100.8
388,105.9
390,138.8
392,93.5
394,129.7
395,144.6
400,93.1
403,168.3
408,135.8
410,108.5
411,166.2
413,157.1
414,120.7
415,114.7
417,93.2
419,101.6
421,98.2
423,153.8
427,99.6
430,164.6
431,140.1
432,90.5
434,125.8
438,129.2
442,95.6
445,115.9
449,124.9
450,104.6
452,93.1
459,167.0
460,104.8
463,95.6
464,139.9
467,117.2
468,107.7
469,142.1
471,144.1
473,126.0
474,87.9
477,92.4
478,130.9
479,129.4
482,121.9
483,134.4
484,85.4
485,146.1
486,116.7
487,139.0
489,139.3
493,116.8
494,85.4
497,97.9
498,157.6
501,109.0
504,85.4
506,108.5
507,90.5
510,158.1
512,169.5
513,113.6
515,82.8
519,149.7
520,107.9
522,103.6
523,158.0
524,163.8
526,90.5
528,94.6
530,150.8
532,122.3
534,144.0
536,87.9
538,167.6
539,166.3
544,95.6
545,148.8
546,98.2
547,128.7
555,165.7
557,82.8
558,142.5
559,141.9
563,128.0
566,102.9
567,103.4
571,153.3
573,134.0
576,134.7
577,110.2
578,85.4
579,118.4
582,116.3
584,145.4
588,108.5
589,135.4
590,104.0
591,137.9
592,115.0
593,145.9
594,118.4
595,148.4
598,115.6
599,123.3
600,170.2
601,98.2
609,116.9
610,120.2
611,98.2
614,96.9
616,95.5
617,117.6
618,94.3
619,159.8
620,93.9
621,105.9
622,115.3
625,97.6
626,126.8
628,115.2
632,90.5
635,128.7
639,152.7
640,142.4
641,119.2
643,90.5
644,101.6
648,125.9
649,133.4
651,151.0
653,85.4
654,150.0
661,99.2
664,85.4
665,154.7
667,127.8
668,119.2
669,114.6
670,156.1
672,136.8
674,85.4
675,106.4
677,113.7
678,163.9
679,106.7
680,117.3
681,130.0
684,133.8
685,87.9
687,108.2
691,100.2
694,107.9
695,80.2
696,96.8
700,154.6
701,146.4
702,109.7
704,142.8
705,90.5
706,165.3
707,170.4
708,125.0
711,93.1
712,128.9
715,77.6
718,133.9
720,104.4
721,164.9
723,95.6
725,155.1
726,129.4
727,103.4
728,129.0
734,90.8
738,87.9
741,157.8
742,125.7
747,115.9
748,116.2
751,95.1
752,104.9
754,126.5
759,105.9
760,115.1
761,116.8
762,144.2
763,166.0
765,149.8
770,129.6
771,103.4
772,156.1
773,132.0
774,98.3
775,136.3
777,98.8
779,124.8
780,129.2
781,114.0
782,93.1
784,161.3
786,130.7
787,150.3
793,85.4
794,126.3
796,121.1
797,103.3
801,156.3
803,85.4
805,138.3
806,95.4
807,115.5
808,107.2
813,122.5
814,82.8
817,138.2
818,137.2
824,85.4
825,162.9
828,141.6
831,125.3
834,82.8
835,169.7
836,118.0
838,140.0
841,137.2
842,154.8
844,93.1
846,146.5
847,99.2
848,133.6
850,135.4
853,129.3
854,137.4
855,75.1
858,133.6
860,109.2
862,166.4
864,148.1
865,103.4
866,95.6
868,147.8
872,134.3
874,123.6
875,132.8
876,72.5
880,164.2
883,104.0
886,103.4
888,114.2
889,112.7
890,166.9
891,153.7
892,114.4
894,151.6
896,163.9
898,93.1
900,144.9
902,149.4
905,137.8
906,125.9
908,105.9
910,136.0
916,161.9
917,157.6
919,95.6
920,163.0
923,116.9
924,148.2
928,118.6
929,132.6
930,93.1
931,167.5
932,150.8
936,159.1
940,94.2
941,103.4
943,101.8
945,126.2
947,137.9
950,150.0
951,140.0
952,90.5
954,163.6
956,159.3
957,158.8
962,87.9
963,157.2
965,114.5
967,134.3
969,142.4
972,90.5
976,164.4
977,127.1
980,96.7
983,87.9
984,91.2
986,116.9
988,137.6
992,114.5
993,169.2
994,82.8
995,165.9
996,156.5
997,154.8
998,155.2
1001,106.9
1002,130.7
1003,161.7
1004,90.5
1005,132.9
1011,122.1
1012,132.9
1014,96.8
1015,75.1
1016,149.5
1017,142.3
1019,107.2
1020,131.2
1021,151.7
1025,159.6
1026,99.4
1027,108.5
1029,96.7
1031,110.2
1032,170.9
1033,130.3
1034,134.2
1035,112.6
1036,165.1
1039,98.2
1043,137.3
1045,162.8
1046,91.9
1050,93.1
1056,155.2
1057,143.8
1060,161.1
1061,159.2
1062,85.4
1067,137.0
1069,159.4
1070,158.3
1072,126.5
1073,137.3
1074,77.6
1075,120.4
1080,102.1
1081,160.6
1084,165.8
1085,98.2
1087,138.0
1088,108.1
1091,154.7
1092,97.3
1094,158.0
1096,82.8
1097,115.7
1105,131.4
1107,100.8
1109,151.6
1110,151.9
1115,128.1
1116,151.4
1118,153.0
1120,93.1
1122,144.9
1123,106.0
1125,145.2
1128,91.6
1129,151.0
1132,80.2
1133,100.0
1134,109.8
1137,137.9
1138,90.9
1139,168.6
1142,133.7
1143,85.4
1144,159.9
1147,170.8
1148,115.2
1152,143.0
1154,115.8
1155,77.6
1156,99.9
1158,149.3
1160,93.5
1166,111.1
1167,94.8
1168,133.6
1172,157.8
1174,155.4
1175,160.2
1177,148.8
1178,105.9
1179,93.5
1181,116.9
1183,162.1
1184,114.5
1185,148.6
1187,106.9
1188,95.7
1190,118.1
1191,90.5
1192,147.2
1193,154.5
1194,130.7
1195,121.1
1200,123.0
1203,90.5
1204,165.0
1206,96.5
1208,146.6
1209,131.8
1211,139.2
1212,136.6
1214,75.1
1215,107.1
1216,109.8
1217,140.7
1222,147.8
1223,141.4
1224,134.7
1225,105.9
1227,170.0
1228,170.1
1232,159.0
1234,125.3
1238,100.8
1241,120.1
1243,168.4
1244,126.9
1245,110.2
1246,143.4
1248,160.6
1250,85.4
1251,157.3
1253,109.6
1254,130.0
1259,105.2
1261,118.4
1262,82.8
1263,161.9
1266,98.3
1268,113.8
1270,122.2
1272,145.7
1273,72.5
1274,93.5
1281,101.0
1282,131.7
1283,109.7
1285,98.2
1286,129.9
1290,127.5
1294,160.1
1296,80.2
1301,134.7
1304,124.6
1307,90.5
1309,152.8
1311,121.0
1312,90.4
1313,165.0
1316,114.2
1318,90.5
1319,132.7
1320,121.0
1323,110.9
1331,82.8
1334,95.6
1335,147.8
1342,82.8
1350,123.8
1351,92.9
1352,98.6
1353,75.1
1355,171.9
1358,127.9
1360,167.8
1361,142.0
1362,106.8
1364,103.4
1365,133.9
1366,157.1
1368,165.4
1369,123.6
1374,111.8
1376,170.0
1377,98.2
1379,169.0
1380,93.1
1383,144.9
1384,134.8
1385,101.1
1387,170.4
1388,93.1
1394,90.7
1396,101.7
1399,124.4
1400,87.9
1406,124.6
1407,166.6
1411,131.7
1412,82.8
1413,98.4
1416,142.0
1417,145.5
1418,127.2
1419,133.4
1423,98.2
1424,137.5
1425,138.5
1429,155.1
1431,166.0
1432,137.2
1434,77.6
1435,137.2
1436,93.7
1437,130.6
1438,111.3
1440,152.0
1443,165.2
1444,160.5
1445,103.4
1446,141.4
1447,146.7
1452,90.3
1454,104.2
1455,131.5
1457,152.6
1459,95.6
1461,112.8
1466,140.3
1470,82.8
1471,127.3
1472,112.1
1474,116.2
1477,168.8
1478,99.2
1479,148.0
1481,80.2
1482,158.2
1486,152.9
1487,134.1
1488,163.2
1492,77.6
1499,101.1
1501,130.3
1502,127.2
1503,162.8
1504,105.9
1506,91.7
1508,169.4
1509,156.1
1511,168.7
1516,95.6
1518,170.8
1521,154.7
1523,152.1
1524,158.8
1525,157.3
1527,153.6
1528,85.4
1530,152.8
1533,92.9
1536,115.0
1537,107.1
1539,131.3
1540,82.8
1541,132.9
1542,95.3
1543,130.5
1547,135.0
1548,126.3
1551,77.6
1554,151.3
1555,168.9
1556,108.2
1557,109.2
1562,98.2
1563,123.2
1569,152.4
1570,126.9
1572,158.0
1573,77.6
1574,97.7
1576,148.8
1577,139.6
1579,141.1
1580,99.2
1583,168.0
1584,105.8
1585,100.8
1588,157.7
1589,161.6
1590,169.5
1596,105.3
1597,100.5
1598,95.6
1602,100.9
1603,111.7
1609,87.9
1610,103.7
1611,93.2
1613,111.5
1620,85.4
1621,143.7
1622,104.0
1623,161.3
1626,163.3
1628,140.1
1629,149.4
1630,119.2
1632,77.6
1633,127.9
1634,90.6
1636,152.2
1643,105.9
1644,95.4
1645,94.6
1646,146.6
1647,146.5
1649,158.8
1652,112.3
1653,136.3
1656,98.2
1659,103.1
1661,120.4
1662,154.0
1663,158.9
1665,142.7
1667,94.9
1668,87.9
1672,129.6
1674,140.5
1675,98.1
1677,142.0
1679,85.4
1680,101.8
1681,151.6
1683,134.6
1684,128.2
1688,138.2
1689,150.3
1690,75.1
1692,128.9
1695,151.0
1696,170.6
1697,161.0
1698,137.1
1701,90.5
1702,106.8
1703,104.6
1704,96.4
1706,130.7
1712,114.5
1713,75.1
1714,101.8
1715,113.7
1716,111.7
1717,163.0
1719,142.9
1722,107.5
1723,124.4
1724,98.8
1725,98.2
1726,157.9
1728,94.2
1730,105.8
1732,121.4
1735,125.4
1736,93.1
1737,146.4
1739,107.6
1741,128.9
1745,102.2
1747,82.8
1748,122.7
1752,146.9
1753,103.9
1754,166.6
1756,102.4
1758,92.9
1759,82.8
1766,138.8
1767,153.9
1770,80.2
1772,109.4
1777,163.2
1781,98.2
1784,124.0
1786,101.1
1787,136.8
1788,106.1
1790,168.6
1792,137.8
1793,90.8
1794,77.6
1795,128.1
1801,139.6
1802,92.5
1803,97.9
1804,110.0
1805,98.2
1807,117.4
1809,155.4
1810,169.2
1811,92.1
1813,127.8
1816,95.6
1821,140.5
1827,87.9
1829,97.3
1830,151.7
1831,92.8
1834,127.0
1835,103.1
1837,99.0
1838,134.3
1839,82.8
1840,121.2
1842,93.4
1844,131.8
1847,162.5
1850,77.6
1854,143.7
1855,130.6
1856,105.2
1857,92.0
1858,157.5
1861,115.9
1862,103.4
1865,165.6
1868,153.4
1869,151.0
1871,155.0
1874,93.1
1875,171.9
1877,99.1
1878,103.7
1879,156.2
1880,169.1
1884,128.9
1885,90.5
1886,90.5
1887,111.1
1891,110.1
1894,94.4
1896,170.2
1897,90.5
1899,157.7
1900,152.3
1901,114.0
1903,154.5
1905,164.0
1906,105.1
1907,101.8
1908,77.6
1911,143.1
1919,91.3
1920,82.8
1922,118.1
1927,107.6
1928,138.2
1931,151.9
1932,72.5
1935,101.6
1939,150.1
1940,166.8
1943,100.8
1945,149.9
1946,137.8
1950,115.0
1951,157.5
1955,93.1
1956,155.4
1960,128.9
1964,104.8
1967,82.8
1972,140.6
1973,107.1
1974,105.0
1975,142.6
1977,119.0
1978,82.8
1983,97.7
1984,165.7
1990,75.1
1992,128.6
1994,96.5
1995,128.2
1999,157.1
2000,149.1
2001,98.2
